не число
32,99
28,1
22,88
22,94
21,03
20,44
21,75
20,5
20,74
21,99
не число
125,97
80,88
57,83
45,97
37,84
31,35
33,74
31,8
33,37
34,7
не число
46,81
40,82
39,21
27,05
24,52
22,34
21,64
29,45
29,13
27,87
не число
144,03
79,79
65,46
51,87
42,19
42,37
37,38
33,78
32,19
31,41
не число
35,64
26,4
23,27
22,62
19,19
21,53
22,88
22,94
21,28
20,35
не число
25,28
42,33
37,85
28,48
27,3
25,04
23,49
22,98
22,03
20,33
не число
35,38
31,3
23,95
27,67
24,52
21,88
19,57
20,98
20,15
18,72
не число
25,89
27,41
25,48
21,31
23,12
22,15
20,38
21,17
18,31
19,59
не число
32,1
28,06
23,1
20,56
26,77
24,4
23,57
21,51
21,69
19,53
не число
61,52
43,15
33,67
30,7
26,01
39,49
36,86
33,43
37,47
39,33
не число
34,18
30,32
28,6
26,79
24,54
25,01
25,53
24,59
23,32
25,01
не число
42,38
26,8
34,55
25,77
31,39
28,53
34,77
31,76
29,47
33,35
не число
72,49
46,45
34,01
36,12
55,69
48,01
42,98
43,54
40,22
36,61
не число
39,3
33,01
26,8
24,87
20,7
19,06
20,16
19,37
18,71
18,93
не число
36,62
31,01
29,56
26,47
23,72
21,69
21,49
19,29
19,43
20,15
не число
46,2
38,76
32,98
37,6
28,3
25,88
24,71
21,57
20,54
20,42
не число
62,51
35,89
26,69
31,03
31,59
27,6
27,49
28,3
26,76
25,98
не число
47,88
33,68
33,92
31,57
29,7
31,1
28,3
27,87
26,29
26,7
не число
45,73
34,71
33,09
35,09
37,69
36,4
32,63
28,57
29,23
31,17
не число
