42,5
46,9
46,9
47,44
35,44
35,44
28,58
34,84
34,84
31,6
36,46
36,46
23,94
33,22
33,22
30,2
36,52
36,52
41
31
31
36,04
68,46
68,46
57,46
64,74
64,74
36,04
36,44
36,44
36,04
32,68
32,68
75,84
30,2
30,2
41,88
60
60
40,08
45,22
45,22
68,72
30,8
30,8
29,4
33,22
33,22
36,24
51,94
51,94
39,46
77,72
77,72
98,04
50,34
50,34
37,24
157,04
157,04
51,42
120,52
120,52
89,54
46,56
46,56
125,44
154,04
154,04
99,64
52,74
52,74
191,88
81,54
81,54
81,54
45,68
45,68
58,2
66,64
66,64
74,5
115,76
115,76
44,5
36,84
36,84
45,1
39,06
39,06
73,08
89,2
89,2
112,14
40,26
40,26
41,48
73,08
73,08
112
26,92
26,92
78,12
48,92
48,92
45,3
53,76
53,76
53,56
76,7
76,7
69,06
72,48
72,48
54,36
151,4
151,4
80,34
131,06
131,06
149,8
161,56
161,56
98,96
220,06
220,06
87,78
50,74
50,74
112,74
60,28
60,28
65,56
84,76
84,76
61
93,02
93,02
58,58
75,3
75,3
147,98
68,26
68,26
94,82
71,48
71,48
106,1
84,96
84,96
66,72
96,36
96,36
57,58
153,02
153,02
111,74
118,78
118,78
125,64
79,42
79,42
120,7
66,44
66,44
44,5
154,42
154,42
52,14
62,82
62,82
78,32
67,04
67,04
171,74
100,26
100,26
92,84
76,54
76,54
75,04
115,32
115,32
95,48
69,26
69,26
73,48
99,46
99,46
126,64
126,44
126,44
78,52
67,44
67,44
77,92
47,52
47,52
67,5
99
99
108,92
67,24
67,24
95,24
100,46
100,46
76,1
283,68
283,68
183,8
97,06
97,06
63,02
246,84
246,84
106,5
94,02
94,02
171,54
106,1
106,1
74,5
108,92
108,92
109,52
78,32
78,32
129,26
126,84
126,84
153,82
97,04
97,04
123,42
139,72
139,72
98,86
73,08
73,08
115,56
143,76
143,76
182,48
116,5
116,5
245,96
92,88
92,88
87,98
92,42
92,42
106,9
56,18
56,18
115,46
157,54
157,54
74,9
105,1
105,1
172,94
61
61
93,02
120
120
76,9
74,7
74,7
65,84
94,82
94,82
68,26
60,6
60,6
88,78
71,88
71,88
111,54
97,6
97,6
80,98
147,98
147,98
147,38
85,16
85,16
127,36
149,68
149,68
241,6
115,96
115,96
165,9
164,9
164,9
132,88
260,92
260,92
142,14
86,18
86,18
140,12
159,26
159,26
191,06
99,66
99,66
255,5
155,02
155,02
124,02
144,14
144,14
129,48
250,86
250,86
96,84
202,14
202,14
130,46
311,46
311,46
105,38
196,62
196,62
84,76
261,34
261,34
160,26
172,14
172,14
85,48
71,96
71,96
298,58
153,82
153,82
143,14
102,88
102,88
122,42
191,46
191,46
217,64
169,12
169,12
95,44
236,56
236,56
131,76
155,14
155,14
180
235,56
235,56
96,64
87,58
87,58
115,76
128,86
128,86
163,48
284,88
284,88
172,46
102,36
102,36
123,42
146,98
146,98
143,34
283,68
283,68
262,46
141,28
141,28
221,4
133,18
133,18
141,22
190,68
190,68
111,82
129,78
129,78
119,8
218,24
218,24
114,36
182
182
171,14
111,34
111,34
132,88
154,02
154,02
115,56
132,08
132,08
151
97,44
97,44
111,94
107,92
107,92
145,96
108,72
108,72
226,3
102,48
102,48
181,2
350,12
350,12
162,48
190,26
190,26
181,4
109,72
109,72
226,3
138,14
138,14
158,14
146,86
146,86
152,2
140,54
140,54
119,18
134,9
134,9
97,44
174,16
174,16
105,5
144,96
144,96
115,76
156,24
156,24
143,14
147,78
147,78
136,1
93,42
93,42
157,38
156,7
156,7
256,1
172,74
172,74
124,02
141,94
141,94
164,9
182,4
182,4
93,54
140,62
140,62
85,96
179,8
179,8
90,8
123,62
123,62
154,02
117,78
117,78
127,04
221,46
221,46
136,1
141,94
141,94
271,8
138,92
138,92
138,92
140,94
140,94
241,2
179,38
179,38
131,68
108,92
108,92
105,5
121,6
121,6
99,66
148,1
148,1
84,08
163,86
163,86
146,96
140,12
140,12
258,32
100,46
100,46
94,22
117,88
117,88
138,82
89,8
89,8
139,52
116,78
116,78
215,42
252,48
252,48
133,88
128,86
128,86
129,98
131,14
131,14
117,58
87,18
87,18
114,36
199,12
199,12
137,1
111,74
111,74
223,48
147,78
147,78
177
143,12
143,12
126,64
146,98
146,98
193,28
133,32
133,32
153,78
143,14
143,14
167,72
161,06
161,06
124,54
149,6
149,6
103,76
163,08
163,08
192,48
183,62
183,62
199,52
109,52
109,52
107,72
221,86
221,86
135,9
123,28
123,28
112,28
104,98
104,98
157,82
131,44
131,44
142,92
108,72
108,72
141,54
286,3
286,3
113,14
163,08
163,08
96,24
229,92
229,92
219,84
136,12
136,12
115,16
185,92
185,92
187,56
85,36
85,36
113,56
88,98
88,98
154,02
90,6
90,6
190,26
140,54
140,54
114,9
167,16
167,16
160,18
151,2
151,2
171,62
147,58
147,58
109,12
171,74
171,74
112,14
217,44
217,44
100,06
159,4
159,4
165,96
145,36
145,36
162,08
251,66
251,66
265,76
250,26
250,26
274,82
108,12
108,12
176,56
146,58
146,58
133,68
112,34
112,34
197,92
125,22
125,22
114,76
185,84
185,84
230,12
127,64
127,64
153,02
159,86
159,86
161,26
156,44
156,44
244,82
153,22
153,22
182,4
117,58
117,58
166,3
159,86
159,86
123,82
141,14
141,14
232,14
124,82
124,82
225,64
150,86
150,86
139,7
72,7
72,7
166,36
134,64
