17,02
11,98
17,42
26,26
19,5
19,5
16,8
15,72
17,76
15,92
15,3
15,3
24,42
12,28
19,82
16,9
14,28
14,28
16,34
15,28
14,7
16,88
17,38
17,38
20,2
16,54
14,82
22,86
22,92
22,92
11,8
13,26
14,52
19,14
14,4
14,4
13,14
15,36
18,36
21,36
21,9
21,9
16,88
10,18
29,16
30,44
32,22
32,22
15,76
13,16
14,88
23,52
27,52
27,52
24,02
16,12
17
28,54
19,38
19,38
29,6
20,64
13,14
21,4
17,32
17,32
23,52
26,36
21,44
17,26
22,2
22,2
12,54
21,42
15,3
15,24
20,74
20,74
13,94
40,86
16,72
15,94
20,38
20,38
14,28
22,46
18,22
23,4
22,04
22,04
24,94
18,98
17,86
22,14
16
16
22,46
28,24
21,32
24,5
24,04
24,04
20,82
39,96
33,76
13,08
24,4
24,4
30,58
22,46
20,04
24,82
22,44
22,44
25,5
18,18
28,26
16,96
30,58
30,58
16,56
22
18,36
29,04
19,08
19,08
25,38
30,7
22,96
25,92
27,52
27,52
17,96
24,7
25,7
25,32
30,9
30,9
18,94
15,3
33,08
18,78
32,3
32,3
26,32
30,6
21,36
27,1
19,26
19,26
24,08
24,46
23,9
33,72
22,78
22,78
20,44
30,7
17,32
28,34
21,1
21,1
25,08
27,8
18,54
26,08
18,5
18,5
19,42
21,78
23,06
24,6
40,68
40,68
16,3
32,54
35,1
29,6
23,42
23,42
25,48
20
37,74
33,68
26,64
26,64
25,24
27,68
27,68
26,36
24,48
24,48
21,44
21,34
28,58
33,62
27,58
27,58
28,44
29,68
31,38
36,54
31,08
31,08
30,02
32,3
29,94
25,64
18,02
18,02
20
26,62
34,42
20,72
42,66
42,66
23,74
36,54
31,1
19,78
26,7
26,7
35,66
31,36
24,8
28,56
29,52
29,52
24,52
31,62
33,94
23,02
23,14
23,14
23,96
26,52
45,1
22,2
37,46
37,46
24,78
37,2
34,3
25,38
57,98
57,98
30,76
15,42
20,98
25,06
33,54
33,54
40,68
31,72
27,38
28,72
34,52
34,52
30,6
27,58
31,3
41,16
35,96
35,96
28,82
18,82
33,24
20,94
25,44
25,44
26,94
36,24
30,6
41,96
22
22
30,84
34,18
34,76
19,82
24,54
24,54
33,5
28,4
20,34
28,44
30
30
36,2
37,4
36,62
30,62
33,66
33,66
35,82
27,86
25,58
27,94
35,78
35,78
27,56
30,78
39,42
36,46
29,94
29,94
36,2
39,46
30,4
25,02
32,2
32,2
26,34
28,12
30,02
39,9
35,16
35,16
27,94
23,62
31,08
29,12
49,98
49,98
30,6
40,2
39,3
24,34
28,16
28,16
26
38,3
27,08
26,66
31,74
31,74
36,4
40,28
29,22
31,56
48,84
48,84
28,68
48,22
31,48
24,86
32,06
32,06
27,6
27,9
28,32
31,02
35,38
35,38
27,6
25,2
29,6
30,58
42,8
42,8
28,04
31,56
29,76
46,34
37,88
37,88
46,86
34,66
36,06
46,62
26,42
26,42
32,58
27,84
31,74
26,14
30,08
30,08
29,02
33,72
38,22
35,24
64,26
64,26
51,94
32,64
32,28
36,28
24,56
24,56
23,06
23,46
23,02
31,22
46,46
46,46
33,64
30,52
33,98
35,86
58,74
58,74
27,12
49,02
32,68
37,24
36,22
36,22
29,06
45,18
45,82
33
35,5
35,5
41,58
37,18
46,04
33,44
19,58
19,58
42,12
48,96
41,16
45,16
32,2
32,2
32,72
30,12
32,96
34,66
29,82
29,82
35,66
34,02
26,14
41,52
20,7
20,7
55,08
28,58
34,86
58,9
26,7
26,7
25,84
35,26
33,58
38,96
20,26
20,26
29,72
33,54
28,54
32,46
23,58
23,58
42,04
35,54
26,94
37,76
43,42
43,42
47,94
37,76
25,44
32,38
24,18
24,18
37,46
23,16
28,74
35,62
43,92
43,92
52,02
39,9
21,02
40,48
31,22
31,22
30,58
39,8
35,9
32,38
30,64
30,64
25,92
24,08
39,72
46,08
38,44
38,44
34,88
41,52
31,84
39,8
23,62
23,62
31,94
33,7
40,34
55,32
34,42
34,42
32,6
51,06
29,4
30,7
56,18
56,18
36,7
24,5
25,48
34,96
36,44
36,44
29,7
36,02
35,28
34,68
36,72
36,72
23,38
34,7
36,72
25,56
53,86
53,86
48,36
27,74
28,58
25,16
26,34
26,34
40,88
27,6
38,68
43,4
39,32
39,32
25,42
29,56
30,6
28,64
29,5
29,5
25,5
39
29,6
24,16
31,68
31,68
35,64
26,58
34,92
40,58
38,7
38,7
22,76
33,38
23,48
37,84
25,38
25,38
34,7
24,48
38,38
30,98
29,56
29,56
26,24
28,56
39,38
40,46
42,78
42,78
27,02
39,34
43,96
32,38
25,62
25,62
55,12
22,34
50,34
29,32
41,82
41,82
45,94
61,18
46
19,28
39
39
42,82
33,36
22,02
23,9
24,14
24,14
42,74
34,14
46,46
45,74
30,56
30,56
55,74
35,78
22,36
57,66
32,12
32,12
62,16
32,38
26,84
24,46
51,02
51,02
28,56
39,08
24,44
38,42
59,14
59,14
30,66
30,6
32,66
27,52
25,76
25,76
39,52
41,82
71,24
23,62
19,38
19,38
55,08
36,74
25,92
33,24
38,76
38,76
48,94
39,74
21,48
42,82
55,32
55,32
34,44
40,98
24,36
20,16
42,34
42,34
36,4
27,54
33,18
23,04
31,46
31,46
