2,62
7,17
2,39
8,29
4,11
5,43
9,24
11,18
9,93
9,09
19,68
11,66
23,06
5,88
0,98
3,81
9,44
4,16
7,52
7,22
22,01
4,59
15,5
4,01
9,24
9,09
10,64
13,78
1,01
4,71
9,37
3,74
18,6
7,44
4,43
6,98
41,02
9,9
15,08
16,22
24,96
15,09
8,29
27,73
45,42
12,8
21,52
10,55
2,86
8,99
17,55
18,09
6,56
17,54
71,92
22,29
9,78
14,6
45,27
28,14
7,37
14,49
38,02
0,85
59,5
24,94
1,05
21,55
3,04
15,34
3,83
31,69
41,81
16,41
0,87
12,23
24,34
9,93
7,24
3,48
3,45
34,91
22,76
11,57
3,81
0,71
13,19
11,95
13,45
0,9
9,25
16,58
7,91
32,28
7,95
10,97
6,31
4,36
2,1
1,73
16,92
9,41
11,58
0,69
5,82
0,8
11,58
4,08
3,21
7,14
22,05
8,3
6,63
3,7
9,53
3,82
6,6
1,26
9,08
10,88
